stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,platform_code,zone_id,level_id
de:11000:900152001:3:53,,S Hohenschönhausen Bhf (Berlin),Bahnsteig Gleis 4,52.56599,13.512415,0,de:11000:900152001,0,4.0,5656 S Hohenschönhausen Bhf (Berlin),22.0
de:11000:900170004:1:51,,S Ahrensfelde Bhf (Berlin),Bahnsteig Gleis 44,52.571393,13.565467,0,de:11000:900170004,0,44.0,5656 S Ahrensfelde Bhf (Berlin),120.0
de:11000:900192001:1:50,,S Schöneweide Bhf (Berlin),Bahnsteig Gleis 1,52.454622,13.509517,0,de:11000:900192001,0,1.0,5656 S Schöneweide Bhf (Berlin),107.0
de:11000:900192001:1:51,,S Schöneweide Bhf (Berlin),Bahnsteig Gleis 2,52.45469,13.509638,0,de:11000:900192001,0,2.0,5656 S Schöneweide Bhf (Berlin),107.0
de:11000:900023201:1:50,,S+U Zoologischer Garten Bhf (Berlin),Bahnsteig Gleis 1,52.50762,13.332927,0,de:11000:900023201,0,1.0,5555 S+U Zoologischer Garten Bhf (Berlin),8.0
de:11000:900023201:1:51,,S+U Zoologischer Garten Bhf (Berlin),Bahnsteig Gleis 2,52.507654,13.332804,0,de:11000:900023201,0,2.0,5555 S+U Zoologischer Garten Bhf (Berlin),8.0
de:11000:900023201:2:52,,S+U Zoologischer Garten Bhf (Berlin),Bahnsteig Gleis 3,52.507679,13.332686,0,de:11000:900023201,0,3.0,5555 S+U Zoologischer Garten Bhf (Berlin),8.0
de:11000:900023201:2:53,,S+U Zoologischer Garten Bhf (Berlin),Bahnsteig Gleis 4,52.507716,13.332555,0,de:11000:900023201,0,4.0,5555 S+U Zoologischer Garten Bhf (Berlin),8.0
de:11000:900029101:2:52,,S Spandau Bhf (Berlin),Bahnsteig Gleis 3,52.534667,13.197191,0,de:11000:900029101,0,3.0,5656 S Spandau Bhf (Berlin),5.0
de:11000:900029101:2:53,,S Spandau Bhf (Berlin),Bahnsteig Gleis 4,52.5346,13.197163,0,de:11000:900029101,0,4.0,5656 S Spandau Bhf (Berlin),5.0
de:11000:900029101:3:54,,S Spandau Bhf (Berlin),Bahnsteig Gleis 5,52.534541,13.197124,0,de:11000:900029101,0,5.0,5656 S Spandau Bhf (Berlin),5.0
de:11000:900029101:3:55,,S Spandau Bhf (Berlin),Bahnsteig Gleis 6,52.534484,13.1971,0,de:11000:900029101,0,6.0,5656 S Spandau Bhf (Berlin),5.0
de:11000:900053301:3:54,,S Wannsee Bhf (Berlin),Bahnsteig Gleis 5,52.421402,13.180358,0,de:11000:900053301,0,5.0,5656 S Wannsee Bhf (Berlin),9.0
de:11000:900053301:3:55,,S Wannsee Bhf (Berlin),Bahnsteig Gleis 6,52.421347,13.180446,0,de:11000:900053301,0,6.0,5656 S Wannsee Bhf (Berlin),9.0
de:11000:900053301:3:56,,S Wannsee Bhf (Berlin),Bahnsteig Gleis 8,52.42173,13.181534,0,de:11000:900053301,0,8.0,5656 S Wannsee Bhf (Berlin),9.0
de:11000:900024101:2:52,,S Charlottenburg Bhf (Berlin),Bahnsteig Gleis 3,52.504175,13.301819,0,de:11000:900024101,0,3.0,5555 S Charlottenburg Bhf (Berlin),121.0
de:11000:900024101:1:50,,S Charlottenburg Bhf (Berlin),Bahnsteig Gleis 1,52.504033,13.301903,0,de:11000:900024101,0,1.0,5555 S Charlottenburg Bhf (Berlin),121.0
de:11000:900024101:1:51,,S Charlottenburg Bhf (Berlin),Bahnsteig Gleis 2,52.504098,13.301861,0,de:11000:900024101,0,2.0,5555 S Charlottenburg Bhf (Berlin),121.0
de:11000:900024101:2:53,,S Charlottenburg Bhf (Berlin),Bahnsteig Gleis 4,52.504239,13.301782,0,de:11000:900024101,0,4.0,5555 S Charlottenburg Bhf (Berlin),121.0
de:11000:900002201,,U Birkenstr. (Berlin),,52.532269,13.341418,1,,0,,5555 U Birkenstr. (Berlin),
de:11000:900002206,,Kriminalgericht Moabit (Berlin),,52.526684,13.354805,1,,0,,5555 Kriminalgericht Moabit (Berlin),
de:11000:900003101,,U Hansaplatz (Berlin),,52.518111,13.342165,1,,0,,5555 U Hansaplatz (Berlin),
de:11000:900003102,,S Bellevue (Berlin),,52.519951,13.347098,1,,0,,5555 S Bellevue (Berlin),
de:11000:900003103,,S Tiergarten (Berlin),,52.513959,13.336241,1,,0,,5555 S Tiergarten (Berlin),
de:11000:900003104,,U Turmstr. (Berlin),,52.525938,13.341417,1,,0,,5555 U Turmstr. (Berlin),
de:11000:900003201,,S+U Berlin Hauptbahnhof,,52.525605,13.369075,1,,0,,5555 S+U Berlin Hauptbahnhof,
de:11000:900003203,,Alt-Moabit/Rathenower Str. (Berlin),,52.523668,13.356952,1,,0,,5555 Alt-Moabit/Rathenower Str. (Berlin),
de:11000:900005201,,U Kurfürstenstr. (Berlin),,52.499778,13.362857,1,,0,,5555 U Kurfürstenstr. (Berlin),
de:11000:900005252,,U Mendelssohn-Bartholdy-Park (Berlin),,52.503185,13.374679,1,,0,,5555 U Mendelssohn-Bartholdy-Park (Berlin),
de:11000:900007102,,S+U Gesundbrunnen Bhf (Berlin),,52.548637,13.388372,1,,0,,5555 S+U Gesundbrunnen Bhf (Berlin),
de:11000:900007103,,U Voltastr. (Berlin),,52.54193,13.393157,1,,0,,5555 U Voltastr. (Berlin),
de:11000:900007104,,S Nordbahnhof (Berlin),,52.531672,13.388798,1,,0,,5555 S Nordbahnhof (Berlin),
de:11000:900007110,,U Bernauer Str. (Berlin),,52.537994,13.396231,1,,0,,5555 U Bernauer Str. (Berlin),
de:11000:900007160,,Grüntaler Str. (Berlin),,52.555358,13.390796,1,,0,,5656 Grüntaler Str. (Berlin),
de:11000:900008101,,S Humboldthain (Berlin),,52.544738,13.37873,1,,0,,5555 S Humboldthain (Berlin),
de:11000:900008102,,U Reinickendorfer Str. (Berlin),,52.539887,13.370382,1,,0,,5555 U Reinickendorfer Str. (Berlin),
de:11000:900009101,,U Amrumer Str. (Berlin),,52.542202,13.349534,1,,0,,5656 U Amrumer Str. (Berlin),
de:11000:900009102,,U Leopoldplatz (Berlin),,52.546493,13.359395,1,,0,,5656 U Leopoldplatz (Berlin),
de:11000:900009103,,U Seestr. (Berlin),,52.55047,13.351969,1,,0,,5656 U Seestr. (Berlin),
de:11000:900009104,,S+U Wedding (Berlin),,52.542732,13.36606,1,,0,,5555 S+U Wedding (Berlin),
de:11000:900009105,,Seestr./Amrumer Str. (Berlin),,52.546219,13.344055,1,,0,,5656 Seestr./Amrumer Str. (Berlin),
de:11000:900009201,,U Nauener Platz (Berlin),,52.551524,13.367365,1,,0,,5656 U Nauener Platz (Berlin),
de:11000:900009202,,U Osloer Str. (Berlin),,52.557107,13.373279,1,,0,,5656 U Osloer Str. (Berlin),
de:11000:900009203,,U Pankstr. (Berlin),,52.55228,13.381437,1,,0,,5656 U Pankstr. (Berlin),
de:11000:900009204,,"Berlin, Osloer Str./Prinzenallee",,52.555936,13.383663,1,,0,,"5656 Berlin, Osloer Str./Prinzenallee",
de:11000:900009206,,Drontheimer Str. (Berlin),,52.556529,13.377547,1,,0,,5656 Drontheimer Str. (Berlin),
de:11000:900010251,,"Berlin, Virchow-Klinikum",,52.543524,13.338811,1,,0,,"5656 Berlin, Virchow-Klinikum",
de:11000:900011101,,U Rehberge (Berlin),,52.55667,13.341013,1,,0,,5656 U Rehberge (Berlin),
de:11000:900011102,,U Afrikanische Str. (Berlin),,52.560862,13.333502,1,,0,,5656 U Afrikanische Str. (Berlin),
de:11000:900011201,,Louise-Schroeder-Platz (Berlin),,52.556982,13.365603,1,,0,,5656 Louise-Schroeder-Platz (Berlin),
de:11000:900011252,,Osram-Höfe (Berlin),,52.553696,13.358291,1,,0,,5656 Osram-Höfe (Berlin),
de:11000:900012101,,S Anhalter Bahnhof (Berlin),,52.504538,13.382077,1,,0,,5555 S Anhalter Bahnhof (Berlin),
de:11000:900012102,,U Kochstr./Checkpoint Charlie (Berlin),,52.506673,13.390863,1,,0,,5555 U Kochstr./Checkpoint Charlie (Berlin),
de:11000:900012103,,U Hallesches Tor (Berlin),,52.497774,13.39176,1,,0,,5555 U Hallesches Tor (Berlin),
de:11000:900013101,,U Moritzplatz (Berlin),,52.503739,13.410947,1,,0,,5555 U Moritzplatz (Berlin),
de:11000:900013102,,U Kottbusser Tor (Berlin),,52.499047,13.417748,1,,0,,5555 U Kottbusser Tor (Berlin),
de:11000:900013103,,U Prinzenstr. (Berlin),,52.498327,13.406551,1,,0,,5555 U Prinzenstr. (Berlin),
de:11000:900014101,,U Görlitzer Bahnhof (Berlin),,52.499145,13.427145,1,,0,,5555 U Görlitzer Bahnhof (Berlin),
de:11000:900014102,,U Schlesisches Tor (Berlin),,52.501147,13.441791,1,,0,,5555 U Schlesisches Tor (Berlin),
de:11000:900016101,,U Gneisenaustr. (Berlin),,52.491252,13.395382,1,,0,,5555 U Gneisenaustr. (Berlin),
de:11000:900016201,,U Schönleinstr. (Berlin),,52.493341,13.421912,1,,0,,5555 U Schönleinstr. (Berlin),
de:11000:900016202,,U Südstern (Berlin),,52.489219,13.407685,1,,0,,5555 U Südstern (Berlin),
de:11000:900017101,,U Mehringdamm (Berlin),,52.493567,13.38814,1,,0,,5555 U Mehringdamm (Berlin),
de:11000:900017102,,U Platz der Luftbrücke (Berlin),,52.48487,13.385927,1,,0,,5555 U Platz der Luftbrücke (Berlin),
de:11000:900017103,,U Gleisdreieck (Berlin),,52.499587,13.374293,1,,0,,5555 U Gleisdreieck (Berlin),
de:11000:900017104,,U Möckernbrücke (Berlin),,52.498944,13.383256,1,,0,,5555 U Möckernbrücke (Berlin),
de:11000:900018101,,U Jakob-Kaiser-Platz (Berlin),,52.536985,13.293661,1,,0,,5656 U Jakob-Kaiser-Platz (Berlin),
de:11000:900018102,,U Halemweg (Berlin),,52.536703,13.286578,1,,0,,5656 U Halemweg (Berlin),
de:11000:900019204,,U Mierendorffplatz (Berlin),,52.525978,13.305715,1,,0,,5555 U Mierendorffplatz (Berlin),
de:11000:900020201,,S+U Jungfernheide Bhf (Berlin),,52.530452,13.300124,1,,0,,5555 S+U Jungfernheide Bhf (Berlin),
de:11000:900022101,,U Sophie-Charlotte-Platz (Berlin),,52.51097,13.297463,1,,0,,5555 U Sophie-Charlotte-Platz (Berlin),
de:11000:900022201,,U Deutsche Oper (Berlin),,52.511827,13.30942,1,,0,,5555 U Deutsche Oper (Berlin),
de:11000:900022202,,U Richard-Wagner-Platz (Berlin),,52.517154,13.307221,1,,0,,5555 U Richard-Wagner-Platz (Berlin),
de:11000:900023101,,U Ernst-Reuter-Platz (Berlin),,52.511582,13.322581,1,,0,,5555 U Ernst-Reuter-Platz (Berlin),
de:11000:900023201,,S+U Zoologischer Garten Bhf (Berlin),,52.506921,13.332707,1,,0,,5555 S+U Zoologischer Garten Bhf (Berlin),
de:11000:900023202,,U Augsburger Str. (Berlin),,52.500442,13.336461,1,,0,,5555 U Augsburger Str. (Berlin),
de:11000:900023203,,U Kurfürstendamm (Berlin),,52.503763,13.331419,1,,0,,5555 U Kurfürstendamm (Berlin),
de:11000:900023301,,U Uhlandstr. (Berlin),,52.502742,13.326233,1,,0,,5555 U Uhlandstr. (Berlin),
de:11000:900023302,,U Adenauerplatz (Berlin),,52.500086,13.307348,1,,0,,5555 U Adenauerplatz (Berlin),
de:11000:900024101,,S Charlottenburg Bhf (Berlin),,52.504732,13.303862,1,,0,,5555 S Charlottenburg Bhf (Berlin),
de:11000:900024102,,S Westkreuz (Berlin),,52.501152,13.283036,1,,0,,5555 S Westkreuz (Berlin),
de:11000:900024106,,S Messe Nord/ICC (Berlin),,52.506622,13.282884,1,,0,,5555 S Messe Nord/ICC (Berlin),
de:11000:900024201,,U Bismarckstr. (Berlin),,52.511543,13.305335,1,,0,,5555 U Bismarckstr. (Berlin),
de:11000:900024202,,U Wilmersdorfer Str. (Berlin),,52.506415,13.306774,1,,0,,5555 U Wilmersdorfer Str. (Berlin),
de:11000:900024203,,S Savignyplatz (Berlin),,52.505223,13.319003,1,,0,,5555 S Savignyplatz (Berlin),
de:11000:900025202,,U Ruhleben (Berlin),,52.525587,13.241902,1,,0,,5656 U Ruhleben (Berlin),
de:11000:900025203,,U Olympia-Stadion (Berlin),,52.517048,13.2505,1,,0,,5656 U Olympia-Stadion (Berlin),
de:11000:900025321,,S Olympiastadion (Berlin),,52.511135,13.241111,1,,0,,5656 S Olympiastadion (Berlin),
de:11000:900025423,,S Messe Süd (Berlin),,52.498771,13.27045,1,,0,,5656 S Messe Süd (Berlin),
de:11000:900025424,,S Pichelsberg (Berlin),,52.509927,13.228253,1,,0,,5656 S Pichelsberg (Berlin),
de:11000:900026101,,U Neu-Westend (Berlin),,52.516409,13.25991,1,,0,,5656 U Neu-Westend (Berlin),
de:11000:900026105,,S Heerstr. (Berlin),,52.508499,13.258442,1,,0,,5656 S Heerstr. (Berlin),
de:11000:900026201,,U Theodor-Heuss-Platz (Berlin),,52.509798,13.272977,1,,0,,5656 U Theodor-Heuss-Platz (Berlin),
de:11000:900026202,,U Kaiserdamm (Berlin),,52.509985,13.281695,1,,0,,5555 U Kaiserdamm (Berlin),
de:11000:900026207,,S Westend (Berlin),,52.51861,13.284237,1,,0,,5555 S Westend (Berlin),
de:11000:900029101,,S Spandau Bhf (Berlin),,52.534798,13.197477,1,,0,,5656 S Spandau Bhf (Berlin),
de:11000:900029301,,U Altstadt Spandau (Berlin),,52.539161,13.206763,1,,0,,5656 U Altstadt Spandau (Berlin),
de:11000:900029302,,S+U Rathaus Spandau (Berlin),,52.535641,13.199837,1,,0,,5656 S+U Rathaus Spandau (Berlin),
de:11000:900030202,,S Stresow (Berlin),,52.53197,13.209099,1,,0,,5656 S Stresow (Berlin),
de:11000:900033101,,U Zitadelle (Berlin),,52.537522,13.217625,1,,0,,5656 U Zitadelle (Berlin),
de:11000:900034101,,U Paulsternstr. (Berlin),,52.538127,13.248065,1,,0,,5656 U Paulsternstr. (Berlin),
de:11000:900034102,,U Haselhorst (Berlin),,52.538687,13.231946,1,,0,,5656 U Haselhorst (Berlin),
de:11000:900035101,,U Siemensdamm (Berlin),,52.537026,13.273323,1,,0,,5656 U Siemensdamm (Berlin),
de:11000:900036101,,U Rohrdamm (Berlin),,52.536904,13.26287,1,,0,,5656 U Rohrdamm (Berlin),
de:11000:900037168,,"Berlin, Albrechtshof Bhf",,52.549337,13.129157,1,,0,,"5656 Berlin, Albrechtshof Bhf",
de:11000:900040101,,S Halensee (Berlin),,52.496698,13.290151,1,,0,,5555 S Halensee (Berlin),
de:11000:900041101,,U Fehrbelliner Platz (Berlin),,52.490193,13.314508,1,,0,,5555 U Fehrbelliner Platz (Berlin),
de:11000:900041102,,U Blissestr. (Berlin),,52.486478,13.320545,1,,0,,5555 U Blissestr. (Berlin),
de:11000:900041201,,U Konstanzer Str. (Berlin),,52.493567,13.310084,1,,0,,5555 U Konstanzer Str. (Berlin),
de:11000:900042101,,U Spichernstr. (Berlin),,52.496582,13.330613,1,,0,,5555 U Spichernstr. (Berlin),
de:11000:900043101,,U Hohenzollernplatz (Berlin),,52.493833,13.324051,1,,0,,5555 U Hohenzollernplatz (Berlin),
de:11000:900043201,,U Güntzelstr. (Berlin),,52.491992,13.33121,1,,0,,5555 U Güntzelstr. (Berlin),
de:11000:900044101,,S Hohenzollerndamm (Berlin),,52.488337,13.300714,1,,0,,5555 S Hohenzollerndamm (Berlin),
de:11000:900044201,,U Berliner Str. (Berlin),,52.487047,13.331355,1,,0,,5555 U Berliner Str. (Berlin),
de:11000:900044202,,S+U Bundesplatz (Berlin),,52.477667,13.328626,1,,0,,5555 S+U Bundesplatz (Berlin),
de:11000:900045101,,U Rüdesheimer Platz (Berlin),,52.472462,13.314387,1,,0,,5656 U Rüdesheimer Platz (Berlin),
de:11000:900045102,,S+U Heidelberger Platz (Berlin),,52.480124,13.31229,1,,0,,5555 S+U Heidelberger Platz (Berlin),
de:11000:900048101,,S Grunewald (Berlin),,52.48868,13.261944,1,,0,,5656 S Grunewald (Berlin),
de:11000:900049201,,S Zehlendorf (Berlin),,52.431209,13.259227,1,,0,,5656 S Zehlendorf (Berlin),
de:11000:900049202,,S Sundgauer Str. (Berlin),,52.436187,13.273501,1,,0,,5656 S Sundgauer Str. (Berlin),
de:11000:900050282,,U Onkel Toms Hütte (Berlin),,52.450146,13.254016,1,,0,,5656 U Onkel Toms Hütte (Berlin),
de:11000:900050301,,S Mexikoplatz (Berlin),,52.437166,13.23206,1,,0,,5656 S Mexikoplatz (Berlin),
de:11000:900050355,,S Schlachtensee (Berlin),,52.439806,13.213986,1,,0,,5656 S Schlachtensee (Berlin),
de:11000:900051201,,U Freie Universität (Thielplatz) (Berlin),,52.451,13.281651,1,,0,,5656 U Freie Universität (Thielplatz) (Berlin),
de:11000:900051202,,U Breitenbachplatz (Berlin),,52.467342,13.309276,1,,0,,5656 U Breitenbachplatz (Berlin),
de:11000:900051301,,U Oskar-Helene-Heim (Berlin),,52.450419,13.26891,1,,0,,5656 U Oskar-Helene-Heim (Berlin),
de:11000:900051302,,U Podbielskiallee (Berlin),,52.464172,13.295203,1,,0,,5656 U Podbielskiallee (Berlin),
de:11000:900051303,,U Dahlem-Dorf (Berlin),,52.457695,13.290011,1,,0,,5656 U Dahlem-Dorf (Berlin),
de:11000:900052201,,S Nikolassee (Berlin),,52.43121,13.193298,1,,0,,5656 S Nikolassee (Berlin),
de:11000:900053301,,S Wannsee Bhf (Berlin),,52.421725,13.178932,1,,0,,5656 S Wannsee Bhf (Berlin),
de:11000:900054101,,U Rathaus Schöneberg (Berlin),,52.483332,13.341989,1,,0,,5555 U Rathaus Schöneberg (Berlin),
de:11000:900054102,,U Kleistpark (Berlin),,52.490686,13.360543,1,,0,,5555 U Kleistpark (Berlin),
de:11000:900054103,,U Eisenacher Str. (Berlin),,52.489477,13.350284,1,,0,,5555 U Eisenacher Str. (Berlin),
de:11000:900054104,,S Schöneberg (Berlin),,52.479811,13.352848,1,,0,,5555 S Schöneberg (Berlin),
de:11000:900054105,,S+U Innsbrucker Platz (Berlin),,52.4781,13.342875,1,,0,,5555 S+U Innsbrucker Platz (Berlin),
de:11000:900055101,,U Viktoria-Luise-Platz (Berlin),,52.496169,13.343264,1,,0,,5555 U Viktoria-Luise-Platz (Berlin),
de:11000:900055102,,U Bayerischer Platz (Berlin),,52.488654,13.340237,1,,0,,5555 U Bayerischer Platz (Berlin),
de:11000:900056101,,U Wittenbergplatz (Berlin),,52.502109,13.342561,1,,0,,5555 U Wittenbergplatz (Berlin),
de:11000:900056102,,U Nollendorfplatz (Berlin),,52.499644,13.353825,1,,0,,5555 U Nollendorfplatz (Berlin),
de:11000:900056104,,U Bülowstr. (Berlin),,52.497627,13.362456,1,,0,,5555 U Bülowstr. (Berlin),
de:11000:900057102,,S+U Yorckstr. (Großgörschenstr.) (Berlin),,52.492345,13.367986,1,,0,,5555 S+U Yorckstr. (Großgörschenstr.) (Berlin),
de:11000:900058101,,S Südkreuz Bhf (Berlin),,52.475502,13.365552,1,,0,,5555 S Südkreuz Bhf (Berlin),
de:11000:900058102,,S Priesterweg (Berlin),,52.459239,13.356028,1,,0,,5656 S Priesterweg (Berlin),
de:11000:900058103,,S+U Yorckstr. (Berlin),,52.492358,13.372212,1,,0,,5555 S+U Yorckstr. (Berlin),
de:11000:900060101,,S Friedenau (Berlin),,52.470002,13.340598,1,,0,,5656 S Friedenau (Berlin),
de:11000:900061101,,U Walther-Schreiber-Platz (Berlin),,52.464998,13.328409,1,,0,,5656 U Walther-Schreiber-Platz (Berlin),
de:11000:900061102,,U Friedrich-Wilhelm-Platz (Berlin),,52.471439,13.328676,1,,0,,5656 U Friedrich-Wilhelm-Platz (Berlin),
de:11000:900062202,,S+U Rathaus Steglitz (Berlin),,52.455066,13.322152,1,,0,,5656 S+U Rathaus Steglitz (Berlin),
de:11000:900062203,,U Schloßstr. (Berlin),,52.461183,13.324836,1,,0,,5656 U Schloßstr. (Berlin),
de:11000:900063101,,S Feuerbachstr. (Berlin),,52.463578,13.332412,1,,0,,5656 S Feuerbachstr. (Berlin),
de:11000:900063452,,S Südende (Berlin),,52.448899,13.354077,1,,0,,5656 S Südende (Berlin),
de:11000:900064201,,S Lichterfelde Süd (Berlin),,52.409956,13.308662,1,,0,,5656 S Lichterfelde Süd (Berlin),
de:11000:900064256,,S Osdorfer Str. (Berlin),,52.418373,13.313865,1,,0,,5656 S Osdorfer Str. (Berlin),
de:11000:900064301,,S Lichterfelde Ost Bhf (Berlin),,52.429294,13.327749,1,,0,,5656 S Lichterfelde Ost Bhf (Berlin),
de:11000:900066101,,S Lichterfelde West (Berlin),,52.443512,13.294141,1,,0,,5656 S Lichterfelde West (Berlin),
de:11000:900066102,,S Botanischer Garten (Berlin),,52.447552,13.306041,1,,0,,5656 S Botanischer Garten (Berlin),
de:11000:900067221,,S Lankwitz (Berlin),,52.439034,13.34276,1,,0,,5656 S Lankwitz (Berlin),
de:11000:900068101,,U Paradestr. (Berlin),,52.478142,13.386725,1,,0,,5555 U Paradestr. (Berlin),
de:11000:900068201,,S+U Tempelhof (Berlin),,52.470574,13.3859,1,,0,,5555 S+U Tempelhof (Berlin),
de:11000:900068202,,U Alt-Tempelhof (Berlin),,52.46593,13.385796,1,,0,,5656 U Alt-Tempelhof (Berlin),
de:11000:900068301,,S Attilastr. (Berlin),,52.447298,13.361177,1,,0,,5656 S Attilastr. (Berlin),
de:11000:900068302,,U Kaiserin-Augusta-Str. (Berlin),,52.460512,13.384905,1,,0,,5656 U Kaiserin-Augusta-Str. (Berlin),
de:11000:900069271,,U Ullsteinstr. (Berlin),,52.45345,13.384771,1,,0,,5656 U Ullsteinstr. (Berlin),
de:11000:900070101,,U Westphalweg (Berlin),,52.445646,13.385744,1,,0,,5656 U Westphalweg (Berlin),
de:11000:900070301,,U Alt-Mariendorf (Berlin),,52.438609,13.38792,1,,0,,5656 U Alt-Mariendorf (Berlin),
de:11000:900072101,,S Buckower Chaussee (Berlin),,52.411035,13.38247,1,,0,,5656 S Buckower Chaussee (Berlin),
de:11000:900073101,,S Marienfelde (Berlin),,52.423816,13.375022,1,,0,,5656 S Marienfelde (Berlin),
de:11000:900074201,,S Lichtenrade (Berlin),,52.38668,13.396642,1,,0,,5656 S Lichtenrade (Berlin),
de:11000:900074202,,S Schichauweg (Berlin),,52.39856,13.389437,1,,0,,5656 S Schichauweg (Berlin),
de:11000:900077106,,S Sonnenallee (Berlin),,52.473843,13.455986,1,,0,,5555 S Sonnenallee (Berlin),
de:11000:900077155,,S Köllnische Heide (Berlin),,52.469168,13.467529,1,,0,,5656 S Köllnische Heide (Berlin),
de:11000:900078101,,U Hermannplatz (Berlin),,52.486957,13.42472,1,,0,,5555 U Hermannplatz (Berlin),
de:11000:900078102,,U Rathaus Neukölln (Berlin),,52.481146,13.434807,1,,0,,5555 U Rathaus Neukölln (Berlin),
